440;Sulamerica;21 2717-2500;
443;Supremo Paladar;21 2722 3058;
444;Surf Marisco;22 2651-1884;
449;Temporal;24*44129;
451;Thunderbolt;21 2608-7635;
453;Tio Coto;21 2620-1569;
456;Titanic;21 2606-4108;
459;Torninha;21 2714-2750;
460;Torre di Pizza Camboinhas;21 2619-0799;
461;Torre di Pizza Itaipu;21 2609-9333;
465;Trovare Pizzaria;21 2638-2421;
468;Tudo de Bom;21 3708-6619;
470;Unapel Loucas;22 2646-3005;
471;Vitral Bistro Icarai;21 2714-1099;
473;Vera Soares Eventos Gastronomicos;21 2711-0229;
474;Vacaria do Sul;21 2635-9521;
482;Verandas;21 2619-2178;
483;Verdanna Grill;21 2610-6113;
485;Versalles;21 2709-4635;
486;Vestibular do Chopp;21 2622-9109;
489;Vitoria Panificacao;21 2710-5542;
496;Aluada Restaurante;21 2710-3981;
501;Gruta de Santo Antonio Ltda;21 2621-5701;
513;Brum e Mello Restaurante e Choperia;21 3639-0466;
516;Invasao das Pizzas;21 3715-0387;
517;Pastelaria Amazonas;2620-9079;
518;Art Cafe;21 2621-3918;
520;Tem Tempero Restaurante;21 2714-0411;
521;Tem Tempero II;21 2714-8412;
532;Frama Maquinas;21 2621-2740;
537;Tamasa Comercio ;2556-0765;
552;Tamarilandia;21 2712-3671;
553;Sabor Rural;21 3634-7472;
556;Ki Lanches;21 2603-2918;
557;Palacio das Tortas;21 2627-5880;
563;Penedo Organizacao Contabil;21 2712-3216;
565;Angu do Lessa;96494-7217;
568;Soutellinho Buffet;21 2617-8856;
569;Bicho Papao;21 2711-0055;
571;Di Lidia Itaipu;21 2609-3636;
572;Safros Churrascaria;21 3638-5729;
596;Aspargos de Sao Francisco;21 2611-4519;
603;Casa Unidos de Portugal;21 3715-0594;
604;Russos Lanches;21 2601-3185;
614;A Mineira São Domingos;21 3604-1569;
625;Sholas Bar;21 2645-8398;
628;Recanto das Massas;3705-1832;
633;Padaria Saborosa;3857-4101;
635;Q Delicia;21 2605-0148;
636;Bingo Tamoio;21 8644-9854;
643;Ferreirinha;21 2712-8568;
649;Palmier Hotel;21 2635-1083;
653;Tibau Restaurante;21 3701-8323;
656;Secretaria de Estado de Policia Militar - SEPM;21 2719-2247;
664;Tostao - Gravacao;21 2502-5524;
669;Aroma e Sabores Buffet;21 2719-1032;
672;Lindo Rio Cafe;21 2233-5465;
676;Antonio do Bacalhau;21 2619-6584;
678;Tempero Certo;3046-2581;
684;Funcionario;21 7886-4596;
687;Sanros Buffet;21 2635-7822;
690;Tempero Certo;21 2613-0430;
1000;---;2713-3842;
1007;Frisee Gourmet;21 2711-1354;
1009;Noi Sao Francisco;21 2611-0619;
1013;Sesc - Centro de Atividade de São Gonçalo;2712-4724;
1015;Pousada Holandesa;(21) 2638-4293;
1016;Paroquia Sao Joao Batista;21 2635-1066;
1030;Restaurante Sabor a Mais de Itambi;2736-9980;
1034;Pensao Irma;21 2601-4770;
1035;Rosemere;21 9672-0882;
1045;Fogao de Minas;21 3602-7979;
1047;Delicatessen Sao Judas Tadeu;2604-0697;
1050;D. Ivia Maria;21 3602-7031;
1054;Rogerio do Alho;3607-7729;
1059;Luciano;4126-4345;
1095;Nalu Restaurante;21 2725-5334;
1101;Funcionario;(21) 2701-1727;
1102;Florida Lanches;(21) 2611-6969;
1105;Nutriarte;21 3708-9391;
1114;Buffet da Praia;96750-0030;
1122;Bar do Beco Icarai;21 98124-2448;
1124;Boteco do Arabe Sao Francisco;21 3492-2412;
1129;Berbigao Catete;21 2205-7245;
1134;Pizzaria Agua na Boca;96430-6769;
1146;Hot Nature Bar;21 2645-4014;
1153;Mundo Verde Icarai;3620-0605;
1155;Paula S Self Service ;21 2602-9916;
1160;Otima Lanchonete;;
1163;Nossa Senhora do Viso Cereais;2620-1032;
1164;Casa Maranguape ;(21) 3860-7044;
1169;Varandao do Ze Carlos;21 2637-3662;
1170;Funcionario;21 2601-8438;
1182;Mister Trigo;21 2619-1228;
1183;Banca de Jornal do Aldo;99974-9133;
1185;Pastelaria Pontao de Alcantara;;
1194;Tango e Carne;21 9923-9888;
1196;Maraga;21 2614-1876;
1197;Pousada dos Carreteiros;2747-1530;
1198;Mercearia 3 Princesas;21 2609-6347;
1205;Mami Lanchonete;21 2711-1833;
1206;Dom Marlon;2616-3111;
1209;Quiosque Amigao de Itaborai;21 3637-3867;
1214;Funcionario;(21) 2628-5692;
1223;Mega Festas;21 3704-3884;
1231;Funcionaria;21 2712-0724 ;
1240;Pizzaria Nazzario;96783-5527;
1241;Funcionario;(21) 99721-8726;
1245;Duas Garotas do Ceasa;21 2701-9980;
1249;Paraiso dos Sabores;21 3857-4178;
1260;Pastelaria Auto Posto Km 10;96479-6028;
1263;Fair Play;21 2701-1596;
1282;Mizuki;21 3716-9000;
1288;Maminha de Ouro;21 2637-2795;
1290;Z e Z Bazar;3603-0262;
1291;Bom Frios;21 3637-3246;
1292;Shopping dos Traylers;21 2603-0632;
1293;Doris Abrantes Buffet;21 2619-8722;
1294;Kilomania ; 21 2734-5151;
1297;Cantinho da Vovo;21 2622-3422;
1300;Habibs Tijuca;21 97818-7200;
1303;Irmaos Mucelin;3637-3065;
1305;Buffet Vitoria;21 3701-6677;
1323;Barao de Niteroi;2620-2930;
1325;Casa da Vovo Marica;21 2637-4085;
1327;Hotel Restaurante Passe Bem;21 2747-1524;
1332;R e R Festas;2628-3436;
1334;Queen Bar;2611-5526;
1337;Jilo 484 Restaurante Self;(21) 2613-2857;
1340;Chopp Halley;21 2706-0773;
1341;Pastelaria Fla-Flu;21 2616-4252;
1347;Guaramor Sao Goncalo;21 2606-5353;
1349;Guri Festas;21 2620-4243;
1351;Posto Aleluia;21 2636-5164;
1353;Taberna do Braga;21 2618-2662;
1356;Lady Day Inoa;21 2636-5031;
1358;Buffet Sonia Lima;21 2714-3703;
1359;Monte Siao;9994-5421;
1361;Restaurante Recanto da Empada - Posto BR;2747-1028;
1367;Delicia do Sabor;21 2723-4137;
1368;Berbigao Grill ;21 3611-1202;
1374;Buzin Buzios;22 2623-6518;
1384;Amarelinho Self Service;21 2614-4957;
1386;Icaro Rio Sul;21 2546-1903;
1389;Padaria Stelamar;21 2625-4080;
1398;Delicias da Amelia;(21) 2745-2660;
1402;Antonio Gomes ;21 2610-8718;
1403;Sabor de Minas;9601-0110;
1407;Lady Day Sao Jose Imbassai;21 2634-9692;
1409;Peixe Frito.com;96580-1219;
1412;ARA Eventos;21 2724-7102;
1425;Mercado Maravista;2709-0787;
1426;Mercadinho Rainha Rio Varzea;21 2635-2992;
1427;Lanchonete Jinxing Ltda;21 3639-1052;
1428;Posto Retiro dos Bandeirantes;21 2747-1124;
1432;Domingues de Sa;21 2711-4545;
1442;Restaurante Mury ;99657-8922;
1458;Weverton;995299571;
1459;New Style Open Bar;(21) 2701-0537;
1460;Mocellin Churrascaria;021 3461-7080;
1461;Gendai e China In Box;(21) 2619-3217;
1464;Tropical Mix Itaipu;21 2608-1571;
1467;Queen Jardim;21 2610-9049;
1469;Beco da Praca Restaurante ;021 3639-2134;
1471;Hamburgao;21  2725-5232;
1473;Gendai Icarai;(21) 2612-0567;
1474;Bistro Mac ;2629-1416;
1484;Casa de Hamburguer Frisa;21 2601-9008;
1486;Totti Grill;(21) 2639-8370;
1491;Pit Stop Lanches;21 3607-0010;
1493;Quiosque Ondas Naturais;21 9665-8883;
1494;Artesanato do Cafe;21 2714-7444;
1495;Restaurante Sunsaki;2611-6187;
1504;Sao Pedro Loucas;21 2263-4243;
1508;Petisco do Arsenal;21 2603-1778;
1516;Margherita Pizzaria;2608-0550;
1527;Priscila Locacoes;4119-3839;
1536;Lanchonete Sta Rita Lanches;99612-5426;
1562;Rei da Tapioca;;
1563;Restaurante Coma Bem;21 3637-2077;
1569;Nikiti Lanches;21 2622-5219;
1574;Di Lidia Pizzaria e Galeteria Icarai ;21 2719-8919;
1575;Delicias do RodoShopping;21 3857-2649;
1577;Tenore Gourmet;(21) 2610-1893;
1579;Boteco Confraria;2704-0089;
1585;D e Z;21 2601-8143;
1587;Supermercado Diamante Sao Francisco;21 2611-7700;
1591;Recheio de Amor Sao Goncalo;21 2606-5914;
1593;Trem do Cabo;(22) 2622-2206;
1595;Universidade dos Lanches ;21 2621-0250;
1606;Edmus Gastronomia;21 2614-0876 ;
1610;Quiosque do Joao;2608-2023;
1620;Mocellim Ilha;21 2468-8205;
1624;Nosso Bar Piratininga;98556-5521;
1625;Salve Simpatia ;2704-0089;
1630;Siri II;21 3617-4073;
1631;Saluc's Buffet;2649-3140;
1633;Bar do Paulinho;21 2609-1840;
1634;Estacao Sanduba;(21) 96426-1147;
1636;Lady Day Itaipuacu;(21) 2638-3883;
1643;Padaria do Miguel;21 2628-5921;
1644;Tropical Mix Icarai;21 3617-7300;
1645;Big Point III ;21 2703-2487;
1646;Espaco Oriental;(21) 2745-0867;
1652;Novo Bar do Lima;21 2710-1833;
1659;Padaria Salvatori;21 2604-9808;
1662;Saloon Beer Petiscos; 21 2709-7041;
1683;Pizzaria Estrela Nalva;21 3708-0986;
1686;AIPERJ;21 2635-1501;
1694;Sucos Marisol;;
1718;Sergios Restaurante Ltda;(21) 2613-2680;
1723;Noi Itaipu;021 2709-3939;
1726;Friends Bar e Restaurante ;21 2705-3227;
1730;Sabor Pastel;21 2638-0423;
1735;Carreiras Eventos;21 3119-2631;
1738;A Mineira Icarai;021 3617-7010;
1739;Adega Rio;38580909;
1741;Mister Cham;2611-0022;
1742;Casa de Arte e Cultura Julieta de Serpa;21 2551-1278;
1754;Ki Lanche Itaborai;7841-0074;
1758;RAR Pessanha;21 4124-3510;
1768;Quiosque Harmonia;2608-4195;
1777;Casa do Pao;(21) 3603-0214;
1781;Rappanui Gastronomia;021 2608-4255;
1782;Maternidade Sao Francisco;(21) 3525-4040;
1783;Triangulo Mineiro;9101-9963;
1793;Seven Grill Delivery Itaipu;21 2609-3737;
1800;Joao Vinicius dos Santos Noberto;21 96421-1699;
1801;Olimpo Restaurante;21 2711-0554;
1806;Bar Tropicana;(21) 2616-1426;
1808;Torre di Pizza Icarai;(21) 2610-0444;
1812;Casarao do Paraiso;21 2712-9632;
1814;Berton Botequim e Restaurante;96454-4676;
1816;Rodobier;21 2604-4611;
1822;Padaria Candosense;2714-2049;
1824;Casa de Saude Nossa Sra Auxiliadora;2715-0404;
1826;Churrascaria Kilo Gourmet;(22) 2665-3617;
1832;Padaria e Confeitaria Brasil de Santana;2621-3516;
1834;Intermedica ( Sao Jose);21 2607-9292;
1840;Mage Grill;21 2633-3606;
1847;Kilomania Gourmet;2734-4110;
1848;Projeto Chevalier Embalagens ;21 8843-1632;
1849;Cidade Grill;21 2614-0008;
1855;Graal Oasis;(21) 9237-9989;
1857;Lady Day Itapeba;21 2637-5066;
1864;Zig Gastronomia;21 2608-1308;
1871;Torna;21 2613-6920;
1874;LM Loucas;21 2710-3642;
1876;Camarao Arte Bia Shopping São Gonçalo;21 2604-1011;
1877;Camarao Arte Bia Bay Market;21 2613-1415;
1880;Atacadao dos Trailers;21 2712-4175;
1882;Aguas de Niteroi S/A;3078-4561;
1883;Bistro M Lopes;21 8158-5152;
1885;Bar Predileto;21 7844-7256;
1886;Solar do Amanhecer Padre Franz Neumair;21 2610-5221;
1889;Mundo Verde Inga;(21) 2621-5054;
1896;LF Gomes Eventos;21 2628-3570;
1904;DRI Gavea;2249-3883;
1906;Esquina da Praia;22 2651-8775;
1908;Siri Charitas;21 2610-6652;
1913;Walter Orlandini;21 3707-7417;
1915;La Mole ;2621-1061;
1919;Hospital do Coracao Samcordis;21 3715-8008;
1921;Quiosque do Gilberto ;21 2611-1464;
1935;Garfo e Faca Restaurante;21 2604-6174;
1943;Batipatu.com;(21) 2608-2349;
1945;Toca do Joao Self Service;2645-4324;
1949;Delicias Mineiras ;2745-0951;
1950;Eliane Menezes Buffet ;21 2713-8703;
1952;Skinas Bar;21 3710-6060;
1953;Restaurante Marisol;(22) 2652-3258;
1956;Santa Marta Lanches;21 9989-7103;
1965;Grupo Guerra;21 2603-6224;
1966;Bla Bla Bla;21 2619-2144;
1967;Buffet e Decoracao CW;21 2712-5957;
1971;Delicias da Vovo;(24) 9955-9726;
1973;Novo Point do Largo da Batalha;(21) 2611-1572;
1974;Maternidade Santa Martha;3511-9191;
1983;Panificacao Toscana ;(21) 2710-6353;
1985;Itafrut;21 2713-0205;
1986;Sabor de Casa;21 2713-9908;
1990;Creperia Brasil;3741-6800;
1994;Sabor de Minas;21 2711-8222;
2010;Dona Antonieta ;(21) 2613-6702;
2011;Lanches Dragao Rio 2002;21 99648-9985;
2013;Deck Jardim Bar;21 3628 0091;
2019;Casa do Sushi ;21 3709-1901;
2021;Boteco Familia Muniz;21 2627-0428;
2039;Tempero Certo;21 2713-0885;
2040;Pizzareira;21 2625-6775;
2041;Meu Paladar;21 2713-2536;
2051;Sintonia Fina Restaurante;21 2606-9346;
2055;Russos Restaurante e Pizzaria;21 3719-5871;
2063;Sumeer ;21 3732-5142;
2064;Janete Quintans;(21) 2709-7083;
2071;Vinicius Santos de Souza;21 97603-6222;
2072;Valmiria Martins Garcia;(21) 7153-3496;
2079;Mega Matte;(21) 3587-6947;
2093;Lanchonete Ponto de Encontro;(21) 2649-6298;
2094;Restaurante Uai;2649-2703;
2095;Hotel Village Cachoeiras Palace;2649-5435;
2096;Du Deck;(21) 3701-0845;
2097;Metalurgica Astro Inox;21 3710-8422;
2106;Vendedora Funcionaria;21 2604-8935;
2111;Malbeke Gourmet;(21) 9541-2322;
2112;Conceitus Comercio e Servicos;21 2622-1251;
2113;Kalucha ;21 2701-9227;
2115;Habibs Partage;21 3711-7771;
2141;Comida Caseira ;2703-7048;
2144;Restaurante Bom Gosto;3719-6696;
2147;Nossa Infancia;(21) 2714-6235;
2148;Family Reunida;(21) 2714-8875;
2149;Nit Poker;(21) 7843-3931;
2154;Restaurante Mineiro Grill;(22) 2623-4685;
2156;Kilomania Cabo Frio;(22) 2647-5992;
2159;Buffet Fonseca da Costa;21 2614-0944;
2160;Gonzalez Gourmet;3856-5167;
2173; Sorvetes Nonna Lina;(21) 2709-3359;
2174;Clube Central;(21) 2711-0899;
2181;Finness Restaurante;(21) 2622-8845;
2193;Funcionario;96490-7603;
2195;Funcionario;(21)97350-0987;
2201;Patroa;(21) 7661-4863;
2203;Hamburgao & Cia;(21) 2635-3920;
2207;Nutryenerge;(21) 2624-6100;
2212;Giraffas;21 3605-5817;
2216;Barber Shop;96403-4346;
2222;Saboroso Grill;(22) 2770-5427;
2234;Casa da Tia Helaine;(21) 2637-2331;
2236;Oliveiras Grill Inoa;(21) 2636-6736;
2237;China In Box Nobrega;21 2610-1677;
2239;Funcionairo;99223-4499;
2245;Maria Cecilia Berba Campos;(21) 2710-2069;
2247;Cafe do Feirante;(21) 2604-6085;
2266;Bar Pernambuco;(21) 96415-5750;
2267;Beco do Chopp;(21) 2637-5360;
2268;Oliveiras Grill Rio do Ouro;2636-6736;
2270;Aguas de Niteroi;(21) 2729-9200;
2272;Noi Icarai;(21) 3741-2945;
2279;No Azeite Gourmet;3706-1837;
2284;Tempero e Art ;(21) 8444-9137;
2303;Bom Apetite de Cachoeiras;2649-1334;
2313;Le Mouton Bistro;(22) 2511-4076;
2315;Amanticia;(21) 2729-5230;
2316;Mistura Grill;(21) 3731-1877;
2317;Ocean Rio Cafe ;21 2136-7021;
2322;Bom Tempero ;21 2613-3880;
2327;Pizzaria 40 Graus;21 3709-2043;
2338;Isas s Lanches;(21) 2609-2536;
2341;Funcionario;(21) 8458-3348 ;
2344;Delikado Sorvetes e Lanches;26032099;
2345;Imagine Art e Design;2601-3565;
2351;Rogerio Gourmet;2645-3445;
2354;Julia Festas;(21) 2603-3404;
2355;Temperos e Sabores;(21) 2649-3204;
2358;Sabor do Barreto;2620-3689;
2370;Madeira Rolica;(21) 3119-1001;
2390;Moving Fitness Academia;96407-1408;
2396;The Souzas Cerveja e Gourmet;(21) 3024-8989;
2399;Pensao 56;(22) 2653-3423;
2400;Pensao da Tia;(22) 2653-1542;
2401;Lanchonete Pamonha da Serra;(22) 2654-7077;
2402;Ki Chopp Itaborai;2635-2720;
2403;Mundicos Bar;(21) 2637-4134;
2417;Villa Toscana;3741-5446;
2420;Cloude e Alessandra;21 2614-0539;
2430;Botequim Delivery;3587-0703;
2433;Guimas Bar e Choperia;21 2702-5931;
2451;Principe do Sabor Grill;3513-7344;
2453;Arte do Sabor;96433-6493;
2454;Delicias do Rancho;2747-8114;
2455;Docas Cantareira Restaurante; 96411-9067;
2457;Pizzaria do Amiguinho;2601-2683;
2472;Q Sabor Restaurante;21 2649-2712;
2477;Rommano;2607-0839;
2479;Balada Mix;21 7856-5409;
2480;Franciscano;21 3628-8777;
2481;Tempero Mineiro;22 2653-5478;
2490;Comite Central;98492-5117;
2493;Recanto das Massas;3711-0467;
2494;Capitain Hood Restaurante;(022)2651-1826;
2499;Pratos e Talheres;3477-2789;
2503;Senhor dos Milagres;2622-0896;
2504;Pitanga Pampo Club;2488-6728;
2505;Don Carlos;21 3628-0918;
2507;Saquasuco;(22) 2651-1137;
2508;Albatroz;(22) 2651-1677;
2513;O Queijao Sampaio Correia;22 2654-2185;
2517;Lanchonete Stop Here;(22) 99956-9603;
2518;Padaria da Ponte;(22) 2651-2312;
2523;CT Boucherie Leblon;2529-2329;
2526;Quioske 12;2651-0399;
2528;Pit Stop;(22) 2651-1315;
2532;O Camarao Casa da Peixada;22 2651-4656;
2534;Padaria Nova Vila;(22) 2651-1547;
2537;Restaurante do Pingo;(022) 2653-6896;
2539;Pousada Odara;(022) 2651-1423;
2540;CBV Croutton Comercio e Servico em Alimentacao ;(022) 2655-6004;
2541;Restaurante e Pizzaria Acallantus;(022) 998640568;
2543;Girassol;(022) 2652-4885;
2547;Leve Agua Armarinho;21 3701-1936;
2549;Casa do Pastel;2747-8147;
2550;O Queijao Rio Bonito;2747-8105;
2557;Rommano Partage;3611-7744;
2559;Engenho do Castelo;2747-8128;
2560;Galeto e Picanha Sua Opcao na Brasa;21 3254-8982;
2569;Arte Caseira;21 3684-3441;
2570;Kioske do Bochecha;(022) 3021-1931;
2579;Lanchonete da Sombra;(021) 2747-8152;
2582;Bar do Meio Centro;2719-0939;
2583;Duala;2719-3578;
2584;Raphael Santos de Souza;(21) 98170-5869;
2586;Parador Cafe;3603-3575;
2592;Bom Sabor;022-2665-7104;
2602;Hortifruti Restaurante da Familia;22 99778-3261;
2603;Pizzaria do Russo;8805-0850;
2605;Restaurante Efata;2611-6706;
2606;Casa do Crepe;2651-3301;
2607;Mamma Mia Mutondo;2601-4104;
2608;Sitio Recanto de Papucaia;21 99855-3448;
2613;Quiosque Noi;9 8419-8060;
2617;Restaurante Borgathi;9 7195-4713;
2618;Moinhos do Sul;2637-4305;
2619;Mendes Bar Restaurante;2648-6500;
2620;Mundo dos Sucos;2637-3990;
2625;Hotel Serra Castelhana;022 2653-5251;
2628;Funcionario;97507-4730;
2631;Kiosque do Coelho;2665-0622;
2639;Agua na Boca;022 2665-0801;
2642;Pimenta Vermelha;98170-3849;
2643;O Queijao Inoa;2636-8763;
2645;O Queijao Sao Jose de Imbassai;2636-9314;
2646;O Queijao Cala Boca;2636-6679;
2648;Bar 400;2636-3140;
2649;Sabor Amigo; 3628-5469;
2650;LND;116*22683;
2655;O Queijao Bacaxa;22 2653-3361;
2657;A Mineira Tangua;21 2747-2393;
2667;Rancho da Costela;7875-4492;
2669;Confeitaria So Tati;2539-0698;
2671;Nakami Pendotiba ( Namajo);3254-9928;
2676;Restaurante Q Sabor;99715-2517;
2677;Padaria Explendida;96451-6835;
2685;Porcao Magica Catete;2225-7173;
2687;Reserve;21 2619-5999;
2695;Maria da Praca;2637-1611;
2699;Padaria Santa Rita;2649-2146;
2700;Manancial Restaurante;2649-3878;
2702;Botequim Imperial ;21 98175-7232;
2703;Delicias da Penha de Niteroi;(21) 2617-7006;
2707;Restaurante JR;(22) 2668-1965;
2709;Sabor da Esquina;9 9882-5119;
2711;Kiosque do Alemao Itaborai;(21) 2645-8018;
2721;FM Lanchonete e Restaurante;(21) 2635-6868;
2722;Casa do Alemao;(21) 3637-3836;
2723;Orvieto;(22) 2651-0422;
2734;Noi Buzios;(22) 26230-4409;
2738;Bela Bel Play Center;(22) 2665-1092;
2741;Buffet La Cuisine;98181-0407;
2743;Espeto Carioca Catete;98770-9954;
2748;Top Grill;21 2626-3332;
2752;Padaria do Elias;98276-6707;
2760;Esfiha Carioca;2164-0396;
2761;Padaria Estacao do Pao;021 2637-2129;
2773;Lessa Open Bar;21 7720-1415;
2782;Kiosque do Alemao Tangua;21 96433-5518;
2789;Travessa;(21) 96526-2796;
2793;Lanchonete 22 de Maio;96725-0260;
2795;Gabryell Aguiar Fernandes;21 2637-4957;
2802;Walc  Maquinas;021 2635-8089;
2805;Comida Caseira do Rancho;(21) 3637-3150;
2808;Officina Gourmet ;3164-9527;
2813;Aroma Grill;3254-3136;
2819;Point do Churrasco;9 6453-2053;
2821;Bar e Lanchonete Riviera;2649-2676;
2826;Brasil Salgados;21 38561021;
2827;AM PM Lanchonete ;2747-1708;
2829;Restaurante Sabor Caseiro;2480-0770;
